0,60.466029,94.050909,66.456005,43.771419,2
1,68.682307,6.563702,15.651925,9.696952,2
2,51.521263,81.363996,21.426387,38.065719,2
3,46.888984,28.303415,29.310186,67.908468,0
4,20.318688,36.087142,57.067328,86.249144,1
5,29.708256,75.257304,20.658266,86.533501,2
6,52.382031,2.830308,15.832828,60.725344,2
7,7.945362,59.480860,5.912065,69.202459,0
8,17.326624,54.109986,54.415557,27.850762,0
9,53.058572,25.354050,28.208099,78.860492,0
10,88.054312,29.711226,89.436173,9.745462,0
11,7.429100,22.228942,68.107831,24.151509,1
12,93.284643,74.184896,80.105504,73.023148,0
13,42.835708,89.699196,68.265349,97.892936,1
14,9.083728,49.314200,92.698680,95.494544,1
15,69.083883,71.090720,56.377960,64.948946,1
16,75.582351,40.380329,13.065112,98.596473,0
17,32.208397,72.114777,64.453978,8.552051,0
18,62.272832,36.969284,23.682255,53.528189,1
19,23.884070,62.809817,12.675293,28.133029,2
20,43.491247,62.509503,55.014692,62.360883,0
21,83.053392,0.051382,73.606860,39.998376,0
22,60.397810,40.961828,2.967128,0.190389,1
23,91.582131,58.983419,55.939245,81.540517,2
24,45.844248,60.016560,2.626515,84.583279,2
25,64.178429,24.746661,17.365584,59.262375,1
26,69.383814,3.032255,53.921011,97.567481,1
27,29.400631,75.316128,15.096404,35.576727,2
28,23.183004,62.783461,49.839430,8.983609,1
29,39.221618,58.938309,92.961164,57.208680,0
30,41.176269,55.258039,49.160740,95.795391,1
31,10.738111,78.303497,39.325100,13.041385,2
32,73.982578,65.404141,9.838379,52.038029,1
33,15.184340,7.619026,31.520809,15.965092,0
34,32.261068,53.907452,57.085163,51.278176,1
35,65.304021,52.449976,65.427013,71.636837,1
36,1.282591,3.068220,9.803087,36.911171,2
37,34.768171,34.431502,25.299982,21.647115,1
38,40.207085,50.649706,16.867967,33.136826,0
39,70.028787,5.792626,99.915949,41.154036,1
40,78.075408,9.211762,5.349462,71.469582,1
41,84.863292,97.388187,21.256095,2.153378,0
42,9.297016,64.583337,31.188554,44.846436,2
43,8.247968,67.182911,40.018829,90.027515,1
44,31.933127,49.938549,40.043232,1.980867,2
45,42.868843,33.959675,88.744750,23.632747,2
46,3.575465,72.757726,62.583663,51.308751,0
47,72.422906,87.984485,97.776348,84.750026,0
48,24.784452,91.339906,7.503721,83.510380,1
49,75.174058,63.200343,9.693421,1.482737,0
50,6.875620,99.827381,64.918842,98.546558,1
51,33.205609,66.139318,95.602063,31.051028,2
52,96.709434,83.324182,30.954845,80.587177,0
53,71.853045,40.673678,89.580327,95.817636,0
54,79.167231,42.355315,1.518128,43.269824,0
55,85.570441,4.292164,65.903053,34.785904,2
56,83.994742,2.310957,12.436352,26.117562,1
57,31.480480,0.768121,89.975013,37.026754,1
58,64.320403,76.988909,79.112534,26.238191,2
59,21.465372,82.209290,35.113430,59.919425,1
60,41.358099,11.985051,91.161371,5.378558,0
61,32.417396,35.076513,34.928875,30.380213,0
62,67.152655,20.794313,96.313940,30.220238,1
63,13.408416,94.776029,64.086482,95.325875,1
64,18.159085,94.275737,83.124104,49.468044,2
65,71.074391,27.349476,40.763287,90.976128,0
66,49.863245,28.863831,97.589526,45.258448,2
67,31.536198,95.190615,75.156308,53.579100,1
68,86.517500,45.888445,57.855090,48.152982,2
69,95.062324,50.986542,74.251473,49.079401,0
70,26.249066,92.546794,37.148665,40.941940,1
71,9.726160,90.162762,0.444466,27.392454,0
72,85.544841,25.705536,98.913209,92.641142,1
73,30.388712,53.345145,17.648961,81.359077,1
74,25.720756,25.036892,33.509437,75.124063,2
75,84.099321,22.957359,1.328555,94.993741,0
76,96.262420,4.300036,71.266261,5.109410,1
77,47.569737,34.746839,4.071994,59.756621,2
78,83.285586,96.049751,93.670757,22.932024,0
79,75.648232,45.015393,33.897739,47.249205,0
80,36.233148,24.965501,4.786835,78.971722,0
81,65.746905,22.099885,65.750538,39.084245,0
82,14.968548,52.039202,76.558853,24.818246,0
83,69.978914,8.196947,51.227203,26.638179,0
84,9.907018,14.057529,15.920356,94.401510,2
85,24.579195,96.750525,53.698062,33.818110,0
86,83.746592,73.385484,50.222081,42.347378,2
87,95.304465,74.407262,45.518959,24.841698,0
88,42.370220,74.259086,65.684826,68.252158,1
89,24.858284,38.686144,76.997095,12.636436,0
90,51.133918,19.856154,99.460637,63.595328,0
91,41.231544,51.402357,13.118992,54.560263,1
92,29.328435,77.830382,14.177877,65.437952,0
93,39.396524,0.141154,56.586661,88.779202,2
94,59.617866,64.283534,82.983840,81.038016,2
95,8.147471,33.551802,49.063474,61.902968,1
96,32.464411,79.321452,8.418689,25.432572,2
97,42.021737,2.213113,21.699679,7.824573,1
98,22.857519,36.757357,27.204488,90.029977,0
99,44.512991,96.874457,66.761334,36.440006,1
